row_index,id,family,prompt_len,answer_len
2805,4bfe59fd,unit_conversion,199,4
2816,4c301197,numeral_system,224,3
2827,4c6b2b37,bit_manipulation,510,8
2834,4cacc264,text_decryption,336,31
2855,4d391f8a,gravity_formula,285,5
2858,4d4ff951,numeral_system,208,3
2879,4dcc1844,equation_transform,205,2
2890,4e0c6eef,unit_conversion,199,5
2894,4e22cb8f,numeral_system,204,4
2914,4ea6a193,numeral_system,233,4
2926,4ef4c666,numeral_system,213,5
2998,50eab1a0,gravity_formula,355,6
3021,514f5f12,gravity_formula,284,4
3032,51720f99,numeral_system,227,4
3061,52381a0f,numeral_system,206,1
3077,52a8b3fe,numeral_system,218,5
3112,539bfe7c,numeral_system,205,5
3116,53b84650,bit_manipulation,489,8
3145,546c83f4,unit_conversion,201,4
3179,552e14d7,equation_transform,211,4
3181,553cb8ee,gravity_formula,318,4
3196,55863883,unit_conversion,223,5
3203,55d86f7e,text_decryption,412,33
3207,55dfe758,bit_manipulation,489,8
3225,5642802d,text_decryption,405,32
3232,56637233,numeral_system,206,5
3234,56672c27,bit_manipulation,468,8
3238,567e3da4,bit_manipulation,489,8
3258,57284f49,numeral_system,214,4
3262,573eaca1,bit_manipulation,468,8
3290,582a0f64,unit_conversion,246,5
3294,58597938,text_decryption,337,26
3300,58730ca3,bit_manipulation,489,8
3326,59148e34,gravity_formula,352,5
3327,59151643,numeral_system,214,4
3356,59b6b29a,numeral_system,206,4
3396,5aef1b8e,bit_manipulation,447,8
3408,5b3a4603,text_decryption,440,25
3430,5bd26372,bit_manipulation,468,8
3434,5bf1cf73,numeral_system,214,3
3455,5c919729,numeral_system,213,2
3467,5cedf608,bit_manipulation,510,8
3471,5d060d45,bit_manipulation,510,8
3514,5e0b85b0,bit_manipulation,468,8
3516,5e149421,bit_manipulation,489,8
3519,5e1de0ad,text_decryption,348,17
3536,5e710448,unit_conversion,242,5
3557,5f0ed8ad,text_decryption,331,27
3564,5f5a73ff,equation_transform,182,4
3571,5f79a0ce,gravity_formula,318,5
3605,609250f7,text_decryption,283,30
3617,60f7501d,text_decryption,339,23
3655,6218204f,bit_manipulation,510,8
3661,62296199,bit_manipulation,447,8
3693,63217d23,bit_manipulation,510,8
3699,63491be4,text_decryption,364,32
3711,636fe37f,unit_conversion,220,4
3753,649bebaf,bit_manipulation,447,8
3776,6532bbfa,unit_conversion,201,5
3778,6538c0b5,unit_conversion,222,5
3813,6617d3b0,bit_manipulation,468,8
3843,66e5eb55,bit_manipulation,468,8
3844,66e8ea1d,gravity_formula,352,5
3850,671a6761,text_decryption,328,31
3851,672029b2,equation_transform,186,2
3855,67372eaf,bit_manipulation,468,8
3860,676d7150,gravity_formula,322,5
3879,67f1bc8a,equation_transform,206,4
3884,680b8642,gravity_formula,357,5
3900,685bb0b1,numeral_system,210,4
3908,6890870d,bit_manipulation,489,8
3982,6af5220f,numeral_system,213,1
4103,6e838251,bit_manipulation,510,8
4105,6eab52eb,unit_conversion,199,5
4109,6eb7349f,text_decryption,351,29
4148,6fde02ef,text_decryption,321,30
4177,70a42118,text_decryption,303,30
4211,7192fc55,bit_manipulation,447,8
4227,7202052e,numeral_system,222,4
4239,726228db,unit_conversion,222,5
4286,73a82df5,gravity_formula,318,5
4309,7447875a,text_decryption,312,17
4320,74d1ad39,numeral_system,210,5
4341,7548703b,unit_conversion,199,4
4373,7625f639,numeral_system,205,6
4408,76faca6d,text_decryption,422,19
4420,775f98a6,unit_conversion,244,5
4435,77b45d63,numeral_system,211,5
4445,7809be22,numeral_system,221,3
4451,782dfb49,bit_manipulation,510,8
4454,784f2608,text_decryption,342,21
4459,7877dd7f,bit_manipulation,468,8
4486,79450a97,text_decryption,375,29
4493,7969952e,unit_conversion,221,4
4494,796c8b63,bit_manipulation,447,8
4532,7a9711b1,equation_transform,182,4
4537,7ab239bd,text_decryption,382,22
4540,7abab429,bit_manipulation,468,8
4556,7b38ff97,bit_manipulation,447,8
4572,7bca3456,text_decryption,352,26
4644,7dc2bd2d,gravity_formula,319,4
4667,7e4ca5bc,numeral_system,214,3
4691,7ef72e34,text_decryption,297,32
4701,7f3444dc,text_decryption,314,23
4703,7f4262a6,numeral_system,206,3
4706,7f56ce0a,text_decryption,413,28
4722,7fae2ece,bit_manipulation,510,8
4739,80311ce2,gravity_formula,322,5
4740,80332047,numeral_system,217,2
4756,80926ad7,numeral_system,229,6
4780,814b1fef,gravity_formula,285,4
4783,8154fbdc,equation_transform,185,4
4808,820c588f,bit_manipulation,510,8
4824,826a32cd,bit_manipulation,447,8
4825,826b7024,unit_conversion,222,4
4851,83140233,text_decryption,303,30
4864,836b85e8,bit_manipulation,447,8
4874,839e7350,bit_manipulation,489,8
4881,83c4301f,text_decryption,415,21
4887,83dcb60d,gravity_formula,315,5
4890,840050ec,bit_manipulation,489,8
4891,84030b0b,equation_transform,205,2
4903,845a4a02,unit_conversion,201,5
4918,84b0c936,text_decryption,377,17
4952,858921f6,numeral_system,205,4
4961,85c3706f,text_decryption,389,29
5006,87312ffc,numeral_system,207,3
5017,875a4b4b,gravity_formula,357,4
5025,8795cc4c,gravity_formula,323,5
5067,88ca8c4a,bit_manipulation,489,8
5084,8970138c,numeral_system,219,2
5085,89780a3c,equation_transform,185,3
5096,89af5175,gravity_formula,353,5
5102,89dfa4c2,bit_manipulation,510,8
5136,8a89300d,bit_manipulation,489,8
5170,8b486833,text_decryption,327,32
5174,8b6140d6,numeral_system,228,5
5179,8b929fd5,gravity_formula,352,4
5199,8c281ee9,numeral_system,206,3
5219,8c9fcc6b,bit_manipulation,468,8
5224,8cc11970,text_decryption,281,28
5280,8e76c0d0,bit_manipulation,489,8
5293,8eafcc14,text_decryption,290,27
5302,8ee54e57,gravity_formula,316,5
5331,8fcd107e,unit_conversion,221,5
5341,901f7a63,unit_conversion,224,5
5363,90ae7158,unit_conversion,246,5
5390,913fdf86,equation_transform,182,2
5393,91488dc9,equation_transform,184,4
5424,92367a94,text_decryption,343,25
5425,9238e8d6,bit_manipulation,447,8
5428,923e1560,unit_conversion,244,5
5434,9250a0a8,equation_transform,205,1
5452,930c9727,gravity_formula,287,5
5462,934a2c55,bit_manipulation,489,8
5463,935022fa,gravity_formula,356,6
5495,9443e78b,text_decryption,329,25
5529,94db58d1,numeral_system,223,5
5553,95afbb5f,equation_transform,206,4
5573,96291987,text_decryption,448,25
5590,96a89766,numeral_system,229,3
5619,97b289c1,numeral_system,218,3
5630,97e7a57f,bit_manipulation,489,8
5638,98031059,unit_conversion,200,5
5664,98c4eb34,bit_manipulation,447,8
5683,996b88d6,gravity_formula,318,5
5685,997596c8,text_decryption,429,28
5702,99e18140,unit_conversion,244,5
5752,9b559cd7,unit_conversion,224,5
5824,9d28a7ca,text_decryption,345,19
5828,9d4039b6,text_decryption,314,19
5830,9d4f1368,bit_manipulation,489,8
5834,9d6d8b52,numeral_system,206,5
5846,9db72c8e,numeral_system,209,2
5853,9de10496,gravity_formula,320,5
5917,9f9cde24,text_decryption,304,25
5930,9ff6e9d2,equation_transform,180,2
5939,a033df06,gravity_formula,285,6
5941,a044158a,gravity_formula,351,5
5981,a12354e3,unit_conversion,241,4
5991,a1700ce9,gravity_formula,355,5
6005,a1c20432,bit_manipulation,447,8
6021,a238f048,numeral_system,228,3
6046,a2bdb410,text_decryption,369,23
6077,a33efcb6,gravity_formula,286,4
6111,a41f056f,unit_conversion,201,5
6151,a5208b7e,bit_manipulation,447,8
6276,a88572c6,numeral_system,212,2
6290,a8d5d918,unit_conversion,241,5
6293,a8e5eca1,equation_transform,182,4
6299,a8fe78df,text_decryption,351,27
6310,a9445539,unit_conversion,221,5
6333,a9c57983,equation_transform,184,3
6341,aa075253,numeral_system,217,2
6352,aa3ae31f,bit_manipulation,468,8
6355,aa4cee8e,text_decryption,290,21
6368,aa826c9a,text_decryption,326,29
6380,aacd7119,gravity_formula,285,6
6381,aad305c6,unit_conversion,222,5
6389,ab064b6a,bit_manipulation,468,8
6397,ab407759,gravity_formula,351,4
6417,abeb338a,numeral_system,230,5
6422,ac0d032d,bit_manipulation,468,8
6431,ac3ab4d3,text_decryption,327,32
6434,ac5f6747,bit_manipulation,489,8
6443,aca1d581,numeral_system,205,4
6455,ad3558db,text_decryption,286,23
6471,adb23476,unit_conversion,201,5
6534,af593008,text_decryption,358,20
6535,af5e4060,bit_manipulation,468,8
6553,afcac7af,equation_transform,184,2
6554,afcc2452,numeral_system,206,7
6592,b0dc045a,numeral_system,220,4
6601,b14fb614,bit_manipulation,468,8
6649,b275443b,bit_manipulation,468,8
6698,b3c0b44e,unit_conversion,246,5
6705,b3e6f386,gravity_formula,322,5
6709,b41b9628,bit_manipulation,468,8
6737,b4cf2c41,numeral_system,234,4
6773,b60cc65e,text_decryption,299,20
6809,b6ebacd5,unit_conversion,222,5
6854,b8496b92,numeral_system,224,1
6900,b9734394,bit_manipulation,489,8
6915,b9c14cde,text_decryption,310,25
6934,ba598f58,gravity_formula,352,5
6957,baeb4a11,bit_manipulation,468,8
6961,bb056bc9,bit_manipulation,468,8
6971,bb3bc7e7,unit_conversion,244,5
6985,bb9c9d6f,numeral_system,203,5
7028,bcf0d51d,bit_manipulation,510,8
7060,bda90b57,bit_manipulation,489,8
7097,be877da5,equation_transform,186,2
7098,be8d4d84,numeral_system,221,4
7120,bf4bd858,equation_transform,207,3
7124,bf786304,gravity_formula,320,6
7152,c04024c2,gravity_formula,286,6
7170,c0cf74f0,numeral_system,213,4
7203,c1935859,numeral_system,222,4
7212,c1f7f792,text_decryption,314,15
7218,c22d205e,unit_conversion,244,5
7223,c247c7b6,numeral_system,220,4
7271,c33ad31a,bit_manipulation,468,8
7284,c39705cd,bit_manipulation,468,8
7285,c398a90e,unit_conversion,245,5
7307,c4293a0d,text_decryption,329,26
7308,c42c9066,text_decryption,371,31
7368,c610fa83,numeral_system,206,7
7369,c613082a,equation_transform,193,2
7382,c65654a5,bit_manipulation,447,8
7419,c73562bf,unit_conversion,245,5
7427,c75d1d59,numeral_system,217,3
7433,c77b6f81,numeral_system,213,4
7435,c7849be5,unit_conversion,217,5
7441,c7a7b13a,equation_transform,207,2
7468,c83c70a6,numeral_system,228,5
7498,c910716e,numeral_system,208,2
7519,c9a63747,unit_conversion,201,4
7528,c9ed8124,bit_manipulation,447,8
7540,ca529afc,numeral_system,210,6
7560,caf8a95c,text_decryption,372,16
7566,cb239867,bit_manipulation,447,8
7584,cb7c2230,bit_manipulation,489,8
7588,cb91b493,numeral_system,224,4
7591,cbc82f91,text_decryption,292,27
7612,cc7dd4ae,bit_manipulation,510,8
7615,cc861605,bit_manipulation,447,8
7621,ccbae35a,unit_conversion,202,5
7635,cd013121,numeral_system,208,2
7637,cd149ff8,equation_transform,196,3
7646,cd4d7537,text_decryption,313,22
7656,cd93713c,bit_manipulation,468,8
7681,ce2f47a9,text_decryption,313,24
7818,d17d3a7a,equation_transform,184,3
7838,d2198656,numeral_system,219,4
7854,d2957330,unit_conversion,201,5
7910,d452141e,bit_manipulation,489,8
7923,d4bea0cd,unit_conversion,244,5
7924,d4d4a2c2,gravity_formula,284,5
8002,d6f4e854,bit_manipulation,489,8
8007,d71b6359,unit_conversion,198,4
8161,daa97b6b,numeral_system,210,1
8192,db6a5663,equation_transform,206,4
8200,dbabfbdd,bit_manipulation,447,8
8201,dbb29dac,numeral_system,210,3
8224,dc4632cf,numeral_system,204,4
8259,dd7893f2,unit_conversion,241,4
8275,ddd199dd,gravity_formula,319,5
8284,de06069c,text_decryption,394,26
8285,de11a23a,bit_manipulation,510,8
8312,df2fd240,gravity_formula,354,6
8394,e1beed16,text_decryption,300,25
8440,e3590284,bit_manipulation,447,8
8514,e51f5899,numeral_system,204,4
8577,e6c946e0,bit_manipulation,489,8
8579,e6cf4381,gravity_formula,317,5
8624,e866cf9d,text_decryption,285,30
8655,e952f61f,equation_transform,207,4
8667,e998079c,bit_manipulation,510,8
8694,ea3036b3,numeral_system,213,2
8698,ea514252,gravity_formula,318,5
8743,eb2d32ba,numeral_system,211,4
8747,eb40d1f3,bit_manipulation,468,8
8752,eb8161ef,unit_conversion,221,5
8760,ebb0495a,unit_conversion,241,5
8768,ebcf541d,text_decryption,346,20
8800,ecd328ef,bit_manipulation,468,8
8830,eda9e743,text_decryption,333,32
8847,ee2e608e,bit_manipulation,447,8
8909,efb39cd2,bit_manipulation,447,8
8911,efc2b69d,bit_manipulation,447,8
8927,f05dc9a6,bit_manipulation,489,8
8945,f0c96085,numeral_system,207,3
8947,f0d774c0,gravity_formula,285,5
8974,f201b48d,gravity_formula,353,4
9006,f2f257ed,bit_manipulation,447,8
9046,f3e9b192,unit_conversion,202,5
9051,f40140b3,unit_conversion,245,5
9065,f466ba6d,text_decryption,312,23
9066,f469f4d7,bit_manipulation,447,8
9071,f49ec314,bit_manipulation,489,8
9073,f4bb4d9c,bit_manipulation,447,8
9077,f4d0e3d0,text_decryption,373,21
9091,f5082693,bit_manipulation,447,8
9100,f5631f08,unit_conversion,201,5
9104,f58232a6,unit_conversion,224,5
9109,f59e5a40,numeral_system,206,6
9118,f5d74f50,bit_manipulation,447,8
9179,f78227f1,gravity_formula,315,4
9207,f84c25f1,gravity_formula,320,5
9226,f8fc43d2,bit_manipulation,468,8
9229,f90aff89,unit_conversion,224,5
9306,fae0f471,text_decryption,319,23
9329,fb87d8fd,unit_conversion,245,5
9361,fc7d8708,text_decryption,317,28
9402,fd683d67,text_decryption,414,29
9408,fd7920d3,bit_manipulation,447,8
9410,fda48b48,text_decryption,282,19
9412,fdada8cd,numeral_system,202,5
9442,fe998921,text_decryption,304,29
9448,fecfb467,bit_manipulation,510,8
