row_index,id,family,prompt_len,answer_len
2129,39232d05,text_decryption,311,18
2150,39919779,numeral_system,202,3
2164,3a221bb6,text_decryption,377,29
2166,3a322ba8,gravity_formula,318,4
2172,3a6286e9,equation_transform,200,4
2201,3b219cec,numeral_system,210,3
2236,3bfa64a7,text_decryption,373,27
2273,3d508e3b,numeral_system,204,4
2279,3d81acc5,text_decryption,323,30
2304,3e26fa1b,unit_conversion,197,5
2308,3e4fdced,gravity_formula,351,5
2310,3e5c7d9b,equation_transform,205,3
2345,3f953fe9,numeral_system,216,7
2353,3fca2abc,numeral_system,221,6
2380,40632c79,text_decryption,296,31
2382,40700056,text_decryption,352,18
2388,40ba1b6f,equation_transform,210,2
2390,40c70773,text_decryption,351,17
2417,4179c322,equation_transform,211,2
2419,418aedaf,numeral_system,209,5
2452,4245e455,equation_transform,204,3
2454,424b50d1,equation_transform,207,4
2458,42716da3,numeral_system,231,1
2468,42abd32f,numeral_system,221,1
2489,434ca68a,equation_transform,208,3
2524,444ca75d,numeral_system,216,5
2526,4460d62d,numeral_system,238,4
2596,4684abe0,equation_transform,186,3
2598,468bf9fc,equation_transform,190,3
2633,47720c17,bit_manipulation,468,8
2684,48cd9139,text_decryption,437,18
2705,494e04ae,bit_manipulation,510,8
2707,4955726d,text_decryption,286,27
2741,4a29c80c,text_decryption,281,18
2744,4a38c4e6,gravity_formula,319,4
2761,4abe4a51,text_decryption,280,31
2777,4b52b575,bit_manipulation,447,8
2791,4b97377e,gravity_formula,355,4
2826,4c63a372,text_decryption,286,19
2849,4cf5c6c2,numeral_system,239,5
2921,4ed6b56f,equation_transform,196,4
2931,4f01e7b4,unit_conversion,245,4
2993,50c0b6f8,equation_transform,207,3
2995,50d4b49a,numeral_system,211,6
3007,5116e8ec,gravity_formula,351,3
3030,51643f4a,text_decryption,394,27
3034,518244f1,text_decryption,355,15
3036,518b5063,numeral_system,226,6
3065,524cb5c6,equation_transform,198,4
3104,536b705e,text_decryption,435,22
3106,53738ef7,gravity_formula,285,4
3137,5434ef33,numeral_system,206,3
3139,543af90d,gravity_formula,357,5
3141,5443cf8e,numeral_system,209,3
3174,550bb9ef,text_decryption,371,18
3209,55e5d36e,numeral_system,229,4
3230,565bc498,gravity_formula,280,5
3246,56adcc74,text_decryption,427,26
3250,56b78d1c,numeral_system,227,1
3256,572053c7,gravity_formula,354,3
3283,57e45624,numeral_system,227,1
3361,59ee7180,gravity_formula,283,4
3390,5ad35676,gravity_formula,318,6
3398,5b055587,numeral_system,218,7
3446,5c5c570e,gravity_formula,318,3
3462,5cc25518,text_decryption,418,29
3499,5da3df62,gravity_formula,318,5
3503,5dadd7e7,numeral_system,212,7
3534,5e67b1a1,equation_transform,196,2
3536,5e710448,unit_conversion,242,5
3538,5e84cf1a,text_decryption,364,24
3571,5f79a0ce,gravity_formula,318,5
3605,609250f7,text_decryption,283,30
3606,6098a712,unit_conversion,223,5
3608,60a08b82,numeral_system,213,3
3612,60d928d0,equation_transform,198,3
3614,60e14216,text_decryption,361,27
3643,61bb90d5,text_decryption,393,27
3678,629b09d1,bit_manipulation,510,8
3680,62bbb19e,numeral_system,212,6
3684,62da6274,text_decryption,454,25
3750,648e2da2,equation_transform,183,3
3752,64943206,text_decryption,368,30
3789,656d3eb2,text_decryption,429,24
3795,658e7335,numeral_system,231,2
3824,66659efb,unit_conversion,222,5
3834,66b5002b,numeral_system,235,8
3859,675e4260,unit_conversion,221,5
3861,677055ae,unit_conversion,243,5
3896,6848a4e8,equation_transform,198,2
3898,684de068,equation_transform,207,2
3922,6904934e,gravity_formula,353,3
3933,6960ceea,text_decryption,466,29
3971,6a9cf9e1,text_decryption,273,30
4003,6bbfc336,text_decryption,419,26
4005,6bd59a1f,equation_transform,205,4
4015,6c363edc,numeral_system,225,7
4040,6cd73bdd,equation_transform,208,4
4042,6cdcf6d9,gravity_formula,357,6
4075,6de4855a,equation_transform,206,3
4085,6e2f2d29,text_decryption,269,28
4112,6ec54946,equation_transform,184,4
4134,6f90f7c4,text_decryption,272,15
4147,6fd6e409,text_decryption,329,22
4149,6fe4a872,text_decryption,471,20
4151,6ff5f86d,numeral_system,207,3
4162,7054453b,gravity_formula,352,3
4184,70f08eac,bit_manipulation,489,8
4188,7104dd31,numeral_system,227,5
4219,71c5f412,unit_conversion,201,5
4221,71d91445,equation_transform,206,1
4229,7209e01d,numeral_system,236,7
4291,73cb93e8,text_decryption,396,34
4293,73cd9008,text_decryption,428,31
4307,743c8952,numeral_system,222,1
4330,74fff108,equation_transform,206,2
4373,7625f639,numeral_system,205,6
4402,76e6f646,equation_transform,197,4
4404,76f1a7f7,numeral_system,225,5
4429,778c5108,unit_conversion,197,4
4437,77bf2bee,text_decryption,456,23
4472,78f78c8e,numeral_system,225,3
4504,79a02d7d,text_decryption,475,26
4509,79c84e68,text_decryption,331,30
4511,79e6b8ed,numeral_system,202,5
4560,7b47f88d,gravity_formula,285,3
4613,7cebe578,text_decryption,281,34
4616,7cfeb16a,text_decryption,309,26
4620,7d2e2224,text_decryption,470,31
4624,7d458dfa,unit_conversion,244,4
4632,7d6e91fd,text_decryption,282,23
4653,7dfcc56e,numeral_system,207,4
4673,7e8cc419,numeral_system,232,7
4688,7ee39525,gravity_formula,288,6
4696,7f1d4034,text_decryption,350,18
4725,7fcfe0db,numeral_system,228,4
4760,80baa02a,text_decryption,442,29
4762,80d1ffd0,text_decryption,425,30
4832,82a50e8b,unit_conversion,224,5
4869,837d7158,bit_manipulation,447,8
4871,838981e4,numeral_system,211,4
4904,845e726e,equation_transform,204,3
4941,853dcb9c,numeral_system,220,5
5013,874fb96a,unit_conversion,218,5
5017,875a4b4b,gravity_formula,357,4
5085,89780a3c,equation_transform,185,3
5089,898e4973,numeral_system,234,6
5091,8995b70e,text_decryption,455,36
5116,8a0c67a5,gravity_formula,317,3
5157,8b0a88c3,text_decryption,337,32
5163,8b27f37a,text_decryption,327,26
5200,8c2ebe65,text_decryption,474,23
5224,8cc11970,text_decryption,281,28
5229,8d077532,bit_manipulation,447,8
5233,8d2546a5,equation_transform,203,4
5237,8d562562,text_decryption,347,19
5266,8e306bfc,text_decryption,315,26
5268,8e3e4928,equation_transform,199,1
5272,8e453b3c,gravity_formula,283,4
5301,8edde270,unit_conversion,245,5
5314,8f3472fb,gravity_formula,285,3
5338,900babfc,gravity_formula,318,5
5342,902410ec,text_decryption,340,26
5373,90e893ac,gravity_formula,283,5
5379,9114cb5f,gravity_formula,353,4
5385,912c6ea5,equation_transform,198,3
5410,91be6ad6,numeral_system,212,4
5412,91cd33f5,numeral_system,222,3
5436,925f3e06,text_decryption,440,19
5439,92681b44,text_decryption,265,24
5445,92c58c9a,text_decryption,294,21
5449,92ef466f,numeral_system,212,5
5451,9307d2e8,gravity_formula,351,4
5482,93e6acfe,unit_conversion,242,5
5527,94d5d7dd,text_decryption,306,19
5558,95bbe984,text_decryption,372,16
5591,96aee5df,unit_conversion,199,4
5642,981e69c9,text_decryption,285,18
5695,99b63ec9,unit_conversion,197,5
5698,99cc2e07,equation_transform,184,3
5700,99d6a3b5,equation_transform,198,4
5735,9adfc48b,text_decryption,328,33
5819,9d073610,numeral_system,206,2
5842,9da4282a,gravity_formula,352,5
5846,9db72c8e,numeral_system,209,2
5870,9e5d12de,unit_conversion,218,4
5879,9eaae1f1,equation_transform,184,2
5881,9eacc9a2,equation_transform,204,4
5914,9f8fda8a,equation_transform,209,2
5916,9f9b0251,equation_transform,194,4
5951,a087d342,numeral_system,233,3
5953,a08fbb68,equation_transform,195,4
5955,a092cafd,text_decryption,335,21
5969,a0f33afd,gravity_formula,281,5
5986,a14e8286,numeral_system,221,3
6023,a244ff42,unit_conversion,222,5
6029,a25f86f4,numeral_system,225,6
6060,a2f40fb4,text_decryption,446,23
6062,a2f6929b,text_decryption,367,23
6064,a3019a3a,numeral_system,232,3
6084,a361a1b7,equation_transform,212,3
6097,a3b4dccd,text_decryption,362,28
6099,a3c3be4d,text_decryption,283,24
6119,a4679943,numeral_system,202,4
6132,a4ceedfb,numeral_system,204,5
6142,a4f9e327,unit_conversion,197,5
6167,a5951fe4,numeral_system,217,6
6173,a5e35e2f,unit_conversion,223,4
6208,a6ced392,numeral_system,205,3
6224,a722467f,numeral_system,208,8
6239,a774a68b,text_decryption,337,34
6241,a7836586,equation_transform,206,2
6243,a78ec816,numeral_system,223,6
6247,a7b9b0bf,numeral_system,209,6
6276,a88572c6,numeral_system,212,2
6280,a88fbc44,numeral_system,231,8
6311,a945525d,numeral_system,216,4
6313,a962bab3,numeral_system,209,2
6348,aa251ec4,equation_transform,208,3
6350,aa2e27a3,equation_transform,209,2
6383,aad72504,text_decryption,429,32
6385,aae573ff,text_decryption,363,23
6420,ac0af560,text_decryption,329,15
6454,ad2514e4,text_decryption,283,30
6455,ad3558db,text_decryption,286,23
6457,ad3e6f0d,numeral_system,209,5
6458,ad4b03c0,text_decryption,475,26
6463,ad6d02db,numeral_system,223,7
6492,ae494323,gravity_formula,318,4
6526,af274b6d,text_decryption,471,32
6527,af34964a,equation_transform,209,4
6531,af52a14c,gravity_formula,352,4
6543,af89acac,numeral_system,208,6
6564,b0206bb7,equation_transform,208,3
6568,b03bd7fb,numeral_system,232,3
6599,b13d511a,equation_transform,212,4
6611,b1798629,numeral_system,204,3
6636,b2285221,numeral_system,236,5
6638,b23f94f8,text_decryption,408,29
6640,b250470b,numeral_system,220,7
6677,b32c8042,gravity_formula,352,4
6708,b414004c,unit_conversion,221,5
6780,b6212c5e,numeral_system,231,5
6788,b647609f,text_decryption,461,24
6802,b6ac4a3b,text_decryption,286,25
6852,b83b999a,text_decryption,400,22
6854,b8496b92,numeral_system,224,1
6858,b85a9b97,text_decryption,328,25
6889,b908398b,numeral_system,209,4
6899,b96424a0,text_decryption,460,19
6926,ba14f4a1,text_decryption,334,23
6996,bc0935ee,equation_transform,198,3
6998,bc0e7856,text_decryption,365,29
7002,bc2fc874,text_decryption,300,19
7022,bcacfbc9,gravity_formula,281,4
7033,bd01bfeb,equation_transform,181,2
7035,bd056c6b,numeral_system,223,3
7047,bd45373b,unit_conversion,223,4
7068,bdd2f990,gravity_formula,319,5
7072,bde0d15d,unit_conversion,221,4
7081,be2f9734,numeral_system,202,2
7105,bed6424f,numeral_system,235,4
7140,bfd2dc4c,gravity_formula,287,5
7142,bfdf8d36,gravity_formula,284,4
7177,c0e9cf43,text_decryption,295,20
7179,c0f6e1b8,gravity_formula,286,6
7216,c2199ff2,equation_transform,205,4
7220,c23e84e7,gravity_formula,319,4
7224,c24b3e52,text_decryption,426,17
7253,c2e61e4e,numeral_system,223,2
7286,c3a92731,numeral_system,222,1
7321,c4ae8bd9,gravity_formula,320,6
7329,c4e0b4e0,text_decryption,458,23
7358,c5bea6cd,gravity_formula,352,6
7368,c610fa83,numeral_system,206,7
7393,c6a5f3f8,gravity_formula,321,6
7432,c778da87,numeral_system,219,6
7435,c7849be5,unit_conversion,217,5
7440,c7a4e09f,unit_conversion,221,4
7444,c7ad9cd4,numeral_system,202,3
7465,c825ac2a,bit_manipulation,510,8
7506,c93fdc3a,text_decryption,400,17
7537,ca43107b,equation_transform,185,1
7574,cb3a91d0,numeral_system,226,4
7587,cb811c6b,text_decryption,469,26
7596,cbf00fd5,unit_conversion,221,4
7609,cc6a45f8,unit_conversion,244,5
7617,cca64860,equation_transform,199,1
7646,cd4d7537,text_decryption,313,22
7681,ce2f47a9,text_decryption,313,24
7683,ce338e63,gravity_formula,318,4
7716,cf29b8dc,unit_conversion,217,5
7718,cf356d18,equation_transform,205,1
7722,cf49ae7a,numeral_system,219,5
7728,cf54a8d8,numeral_system,232,2
7755,cff75782,text_decryption,446,19
7790,d0def878,gravity_formula,283,6
7836,d211d3f8,gravity_formula,284,3
7862,d2b97186,numeral_system,203,4
7868,d2fea2ca,text_decryption,329,28
7901,d414f1df,text_decryption,288,27
7905,d441b4aa,text_decryption,306,25
7934,d515bcf6,numeral_system,219,5
7948,d57d85e1,text_decryption,326,19
7971,d63c1fb0,equation_transform,210,4
8006,d719f427,gravity_formula,354,6
8008,d71bb1fc,gravity_formula,318,4
8043,d7eb5139,numeral_system,229,3
8045,d7f56a8c,text_decryption,322,23
8057,d83f2d20,numeral_system,206,2
8078,d8b4a429,text_decryption,361,23
8084,d8d91d01,text_decryption,445,26
8131,d9e00612,text_decryption,283,28
8150,da616170,bit_manipulation,447,8
8152,da64ce9e,numeral_system,237,4
8162,daae01eb,numeral_system,206,3
8178,db1e0603,equation_transform,210,3
8187,db564ba9,equation_transform,197,3
8222,dc1e89c9,unit_conversion,223,5
8224,dc4632cf,numeral_system,204,4
8242,dcbf2073,equation_transform,210,3
8259,dd7893f2,unit_conversion,241,4
8294,de7b7271,numeral_system,228,3
8296,de96d691,text_decryption,322,27
8331,dfd704f8,bit_manipulation,468,8
8353,e061a54f,numeral_system,222,7
8368,e100c796,gravity_formula,319,4
8382,e16aaf48,numeral_system,209,7
8446,e379414c,text_decryption,456,25
8475,e4351236,text_decryption,334,31
8512,e51410da,numeral_system,229,6
8514,e51f5899,numeral_system,204,4
8547,e5e29014,equation_transform,184,2
8549,e5e4f442,text_decryption,352,26
8584,e6f974e9,gravity_formula,321,6
8619,e8361d47,text_decryption,419,22
8621,e839885d,text_decryption,431,28
8623,e864916f,numeral_system,206,6
8631,e8ab0c7f,numeral_system,209,6
8656,e960bc46,numeral_system,222,4
8691,ea23402d,numeral_system,215,6
8695,ea34e037,numeral_system,222,5
8728,eaee053d,numeral_system,231,6
8736,eb15487a,text_decryption,371,25
8763,ebbb5293,gravity_formula,321,5
8835,edcb339f,numeral_system,212,5
8919,f0039d4e,text_decryption,368,18
8944,f0c8102d,numeral_system,204,5
8960,f194560a,numeral_system,231,1
8983,f2664367,gravity_formula,352,4
9001,f2c26521,numeral_system,204,6
9016,f323ddca,gravity_formula,319,6
9088,f5032cba,numeral_system,209,2
9092,f508886a,numeral_system,209,2
9139,f64f1dca,text_decryption,286,33
9160,f6cdae94,text_decryption,395,21
9164,f7074a8f,numeral_system,207,5
9197,f819455a,text_decryption,445,20
9199,f82aaac4,numeral_system,206,5
9213,f878c966,unit_conversion,224,4
9232,f9215fe9,unit_conversion,201,5
9234,f929abdc,numeral_system,225,4
9269,fa2026b7,gravity_formula,284,6
9283,fa6df7a1,text_decryption,479,24
9287,fa75d325,numeral_system,222,6
9304,fad59444,unit_conversion,224,5
9306,fae0f471,text_decryption,319,23
9310,faf4865b,numeral_system,205,5
9312,faf8e57f,gravity_formula,317,6
9376,fcc6dff6,bit_manipulation,489,8
9378,fceb5045,numeral_system,207,5
9410,fda48b48,text_decryption,282,19
9412,fdada8cd,numeral_system,202,5
9413,fdae34f8,gravity_formula,284,6
9415,fdbdf50c,equation_transform,202,3
9450,fed81e96,text_decryption,297,32
9456,fee760c2,unit_conversion,243,4
9462,fefc4400,numeral_system,222,1
9487,ff937315,text_decryption,416,19
9497,ffd89354,text_decryption,458,31
