row_index,id,family,prompt_len,answer_len
2598,468bf9fc,equation_transform,190,3
2606,46b69bca,unit_conversion,244,5
2633,47720c17,bit_manipulation,468,8
2635,4789fb9c,gravity_formula,353,5
2645,47bf2d74,numeral_system,214,2
2670,48713d64,unit_conversion,222,5
2672,487ae36f,gravity_formula,319,5
2705,494e04ae,bit_manipulation,510,8
2742,4a30dd44,text_decryption,293,20
2744,4a38c4e6,gravity_formula,319,4
2762,4abfaa9f,gravity_formula,353,6
2777,4b52b575,bit_manipulation,447,8
2793,4ba4a7ec,bit_manipulation,510,8
2816,4c301197,numeral_system,224,3
2824,4c57a53f,equation_transform,193,2
2849,4cf5c6c2,numeral_system,239,5
2851,4d1ae327,equation_transform,204,3
2853,4d20d5c5,bit_manipulation,489,8
2855,4d391f8a,gravity_formula,285,5
2861,4d583fd7,bit_manipulation,447,8
2863,4d6c8f9d,text_decryption,330,37
2873,4da033da,gravity_formula,352,5
2886,4df01584,equation_transform,181,4
2921,4ed6b56f,equation_transform,196,4
2925,4ef3d311,bit_manipulation,510,8
2927,4ef4e95f,unit_conversion,223,5
2960,4fe21caa,unit_conversion,202,5
2993,50c0b6f8,equation_transform,207,3
2995,50d4b49a,numeral_system,211,6
3017,51309101,numeral_system,230,1
3030,51643f4a,text_decryption,394,27
3034,518244f1,text_decryption,355,15
3042,51a78467,bit_manipulation,468,8
3065,524cb5c6,equation_transform,198,4
3067,52545905,unit_conversion,201,5
3069,52762108,unit_conversion,202,5
3075,5290ad9b,text_decryption,434,35
3102,535e7596,unit_conversion,202,5
3137,5434ef33,numeral_system,206,3
3145,546c83f4,unit_conversion,201,4
3151,54818142,equation_transform,206,2
3174,550bb9ef,text_decryption,371,18
3176,551e93e7,bit_manipulation,510,8
3209,55e5d36e,numeral_system,229,4
3219,5626b254,text_decryption,303,20
3227,564916b5,equation_transform,204,1
3248,56b1e037,gravity_formula,351,5
3250,56b78d1c,numeral_system,227,1
3283,57e45624,numeral_system,227,1
3285,57e76efa,bit_manipulation,510,8
3318,58f33cfb,unit_conversion,202,5
3320,58f6b6a7,gravity_formula,322,5
3344,59733f94,equation_transform,208,1
3355,59b42cc4,unit_conversion,223,5
3369,5a1179ee,bit_manipulation,468,8
3390,5ad35676,gravity_formula,318,6
3392,5adb7719,text_decryption,415,28
3427,5bc9b870,equation_transform,207,3
3438,5c22d573,text_decryption,372,32
3439,5c2b41b7,text_decryption,360,22
3469,5d03a8b0,numeral_system,219,6
3499,5da3df62,gravity_formula,318,5
3534,5e67b1a1,equation_transform,196,2
3536,5e710448,unit_conversion,242,5
3538,5e84cf1a,text_decryption,364,24
3542,5ea69df4,bit_manipulation,489,8
3571,5f79a0ce,gravity_formula,318,5
3575,5f9f0ed7,equation_transform,209,4
3589,602077e7,text_decryption,316,27
3606,6098a712,unit_conversion,223,5
3643,61bb90d5,text_decryption,393,27
3645,61cd9581,unit_conversion,202,5
3647,61e3ad9c,numeral_system,224,4
3678,629b09d1,bit_manipulation,510,8
3680,62bbb19e,numeral_system,212,6
3682,62c58f4b,gravity_formula,317,4
3715,63874dd5,bit_manipulation,447,8
3750,648e2da2,equation_transform,183,3
3752,64943206,text_decryption,368,30
3754,649c2246,gravity_formula,284,5
3772,6501cf6b,unit_conversion,245,5
3787,65691fc9,unit_conversion,246,5
3795,658e7335,numeral_system,231,2
3826,667e6f1a,gravity_formula,351,5
3840,66d1e998,gravity_formula,285,4
3859,675e4260,unit_conversion,221,5
3861,677055ae,unit_conversion,243,5
3889,68168aab,numeral_system,229,3
3896,6848a4e8,equation_transform,198,2
3904,6882b8f0,text_decryption,331,30
3914,68cb31d7,numeral_system,212,6
3931,693caf69,unit_conversion,223,5
3968,6a635e3e,bit_manipulation,468,8
3970,6a933284,bit_manipulation,447,8
4040,6cd73bdd,equation_transform,208,4
4044,6cec77c9,gravity_formula,352,5
4054,6d1e50f7,gravity_formula,284,6
4075,6de4855a,equation_transform,206,3
4077,6deb3d5e,bit_manipulation,510,8
4083,6e05de93,unit_conversion,243,5
4114,6ed58b4e,gravity_formula,320,5
4151,6ff5f86d,numeral_system,207,3
4184,70f08eac,bit_manipulation,489,8
4202,713fa624,numeral_system,228,2
4219,71c5f412,unit_conversion,201,5
4221,71d91445,equation_transform,206,1
4229,7209e01d,numeral_system,236,7
4256,72e80455,gravity_formula,285,5
4258,72ffb208,bit_manipulation,489,8
4284,73953d4f,unit_conversion,222,5
4291,73cb93e8,text_decryption,396,34
4293,73cd9008,text_decryption,428,31
4299,74016148,unit_conversion,244,5
4330,74fff108,equation_transform,206,2
4365,75cd54d8,bit_manipulation,489,8
4373,7625f639,numeral_system,205,6
4437,77bf2bee,text_decryption,456,23
4439,77c4e4ce,text_decryption,405,30
4472,78f78c8e,numeral_system,225,3
4474,7900ca32,unit_conversion,202,5
4515,7a015e53,text_decryption,316,31
4516,7a17137f,equation_transform,194,3
4544,7ae13c98,unit_conversion,245,5
4581,7c0eafc7,unit_conversion,224,5
4583,7c206ce2,bit_manipulation,510,8
4595,7c6fce02,equation_transform,194,2
4616,7cfeb16a,text_decryption,309,26
4653,7dfcc56e,numeral_system,207,4
4688,7ee39525,gravity_formula,288,6
4690,7ef4d5d6,equation_transform,197,3
4692,7ef81403,unit_conversion,244,5
4694,7f0346b6,unit_conversion,224,5
4696,7f1d4034,text_decryption,350,18
4704,7f4eb498,text_decryption,400,30
4725,7fcfe0db,numeral_system,228,4
4727,7fec1d14,bit_manipulation,468,8
4731,80076e4c,gravity_formula,320,6
4760,80baa02a,text_decryption,442,29
4762,80d1ffd0,text_decryption,425,30
4768,81068064,bit_manipulation,447,8
4774,812c12cb,equation_transform,206,2
4784,815507cd,bit_manipulation,447,8
4801,81c7ba7a,equation_transform,207,3
4832,82a50e8b,unit_conversion,224,5
4844,82d62b8a,numeral_system,218,2
4871,838981e4,numeral_system,211,4
4904,845e726e,equation_transform,204,3
4906,846176af,bit_manipulation,468,8
4910,846e47e4,numeral_system,234,6
4916,849b4524,text_decryption,321,22
4978,861cb0b2,equation_transform,185,1
4988,865eab39,equation_transform,204,2
5013,874fb96a,unit_conversion,218,5
5033,87df28a6,gravity_formula,284,5
5050,8860525a,unit_conversion,202,5
5052,888069cb,bit_manipulation,468,8
5085,89780a3c,equation_transform,185,3
5089,898e4973,numeral_system,234,6
5091,8995b70e,text_decryption,455,36
5093,899e7ce8,equation_transform,208,2
5122,8a2c5a6a,gravity_formula,350,5
5126,8a45a3d4,bit_manipulation,468,8
5128,8a5742e1,bit_manipulation,489,8
5130,8a68d02a,numeral_system,227,6
5157,8b0a88c3,text_decryption,337,32
5194,8c06fb6f,bit_manipulation,447,8
5196,8c1529e1,equation_transform,184,3
5231,8d20d0ae,bit_manipulation,510,8
5237,8d562562,text_decryption,347,19
5268,8e3e4928,equation_transform,199,1
5278,8e6d01f1,equation_transform,184,2
5301,8edde270,unit_conversion,245,5
5305,8eecb224,gravity_formula,317,5
5335,8fea2d50,gravity_formula,352,5
5338,900babfc,gravity_formula,318,5
5340,901de5a1,unit_conversion,224,5
5373,90e893ac,gravity_formula,283,5
5375,90f50354,bit_manipulation,468,8
5380,9121e150,bit_manipulation,468,8
5410,91be6ad6,numeral_system,212,4
5445,92c58c9a,text_decryption,294,21
5477,93c9b36b,equation_transform,207,3
5484,93e6fcf8,numeral_system,235,4
5525,94c25c56,bit_manipulation,468,8
5530,94e41495,equation_transform,205,2
5554,95b2984b,unit_conversion,223,5
5591,96aee5df,unit_conversion,199,4
5615,979c0b0e,gravity_formula,317,5
5626,97d7a79a,unit_conversion,246,5
5698,99cc2e07,equation_transform,184,3
5708,9a0daca9,equation_transform,209,4
5710,9a19fc2d,equation_transform,203,3
5724,9a8dffb6,gravity_formula,282,5
5726,9a9e6b06,numeral_system,229,2
5735,9adfc48b,text_decryption,328,33
5737,9ae663c3,equation_transform,194,1
5770,9bd287f6,unit_conversion,202,5
5774,9bddd8d4,gravity_formula,356,5
5807,9cc09b16,unit_conversion,200,5
5809,9ccbf65c,gravity_formula,319,6
5842,9da4282a,gravity_formula,352,5
5846,9db72c8e,numeral_system,209,2
5852,9ddcb69d,gravity_formula,316,5
5879,9eaae1f1,equation_transform,184,2
5883,9ebd26b4,text_decryption,349,31
5914,9f8fda8a,equation_transform,209,2
5922,9fbd6a44,equation_transform,207,4
5963,a0d317ce,bit_manipulation,468,8
5986,a14e8286,numeral_system,221,3
5988,a1523a63,equation_transform,182,2
5994,a187872d,text_decryption,369,29
6023,a244ff42,unit_conversion,222,5
6025,a2460d78,unit_conversion,245,5
6031,a261169e,text_decryption,391,35
6060,a2f40fb4,text_decryption,446,23
6066,a30599e8,numeral_system,216,2
6095,a3ac7ad2,unit_conversion,202,5
6099,a3c3be4d,text_decryption,283,24
6111,a41f056f,unit_conversion,201,5
6167,a5951fe4,numeral_system,217,6
6239,a774a68b,text_decryption,337,34
6247,a7b9b0bf,numeral_system,209,6
6249,a7cbf6fd,bit_manipulation,447,8
6276,a88572c6,numeral_system,212,2
6280,a88fbc44,numeral_system,231,8
6313,a962bab3,numeral_system,209,2
6315,a966930a,unit_conversion,246,5
6348,aa251ec4,equation_transform,208,3
6383,aad72504,text_decryption,429,32
6387,aaf46fca,unit_conversion,223,5
6395,ab3352fa,text_decryption,341,25
6420,ac0af560,text_decryption,329,15
6444,aca5c614,equation_transform,211,2
6477,add6d0aa,text_decryption,401,32
6492,ae494323,gravity_formula,318,4
6495,ae50c309,unit_conversion,198,5
6527,af34964a,equation_transform,209,4
6533,af58b824,bit_manipulation,489,8
6551,afc57a97,unit_conversion,224,5
6564,b0206bb7,equation_transform,208,3
6599,b13d511a,equation_transform,212,4
6681,b35103bf,unit_conversion,222,5
6685,b3745e98,equation_transform,195,2
6708,b414004c,unit_conversion,221,5
6710,b41c84e4,gravity_formula,286,5
6716,b44f2254,text_decryption,442,25
6726,b4906db9,gravity_formula,284,6
6745,b5261a95,bit_manipulation,510,8
6758,b5a20f35,gravity_formula,319,5
6780,b6212c5e,numeral_system,231,5
6782,b62f2e75,bit_manipulation,447,8
6788,b647609f,text_decryption,461,24
6817,b75b5123,bit_manipulation,489,8
6819,b76fd053,bit_manipulation,489,8
6854,b8496b92,numeral_system,224,1
6858,b85a9b97,text_decryption,328,25
6889,b908398b,numeral_system,209,4
6891,b91855fd,bit_manipulation,510,8
6893,b9222db1,text_decryption,434,33
6895,b944af61,text_decryption,297,30
6924,b9fe8578,unit_conversion,201,5
6928,ba285d3d,unit_conversion,244,5
6973,bb429016,bit_manipulation,489,8
6996,bc0935ee,equation_transform,198,3
6998,bc0e7856,text_decryption,365,29
7010,bc586060,gravity_formula,317,5
7033,bd01bfeb,equation_transform,181,2
7068,bdd2f990,gravity_formula,319,5
7074,be01af6b,bit_manipulation,447,8
7105,bed6424f,numeral_system,235,4
7125,bf7c64dd,numeral_system,213,2
7140,bfd2dc4c,gravity_formula,287,5
7142,bfdf8d36,gravity_formula,284,4
7144,bfee75d5,bit_manipulation,510,8
7214,c1ffb3ac,text_decryption,376,20
7249,c2c322a6,unit_conversion,202,5
7286,c3a92731,numeral_system,222,1
7321,c4ae8bd9,gravity_formula,320,6
7366,c60481e7,bit_manipulation,489,8
7393,c6a5f3f8,gravity_formula,321,6
7395,c6ac4d1d,bit_manipulation,468,8
7436,c78a5deb,unit_conversion,224,5
7465,c825ac2a,bit_manipulation,510,8
7502,c922dbb4,equation_transform,186,2
7506,c93fdc3a,text_decryption,400,17
7508,c9463bb4,equation_transform,194,4
7514,c964ad34,numeral_system,208,2
7537,ca43107b,equation_transform,185,1
7539,ca4d10f5,gravity_formula,317,5
7609,cc6a45f8,unit_conversion,244,5
7641,cd263ee9,gravity_formula,351,5
7648,cd581510,numeral_system,215,4
7681,ce2f47a9,text_decryption,313,24
7683,ce338e63,gravity_formula,318,4
7718,cf356d18,equation_transform,205,1
7720,cf447906,bit_manipulation,510,8
7724,cf4c2ead,text_decryption,390,22
7790,d0def878,gravity_formula,283,6
7792,d0e13cee,unit_conversion,221,5
7794,d0ea0b5f,bit_manipulation,468,8
7800,d10efb1f,numeral_system,217,2
7862,d2b97186,numeral_system,203,4
7899,d40b3aa3,bit_manipulation,447,8
7903,d42dc469,numeral_system,209,2
7934,d515bcf6,numeral_system,219,5
7936,d527f819,unit_conversion,245,5
7940,d547f717,bit_manipulation,468,8
8006,d719f427,gravity_formula,354,6
8008,d71bb1fc,gravity_formula,318,4
8045,d7f56a8c,text_decryption,322,23
8065,d864f0fb,bit_manipulation,489,8
8078,d8b4a429,text_decryption,361,23
8080,d8bc44b3,equation_transform,182,2
8121,d9ae48ad,bit_manipulation,468,8
8125,d9bedb64,equation_transform,209,2
8150,da616170,bit_manipulation,447,8
8160,daa00e4c,numeral_system,226,6
8187,db564ba9,equation_transform,197,3
8189,db5a5b71,equation_transform,182,2
8222,dc1e89c9,unit_conversion,223,5
8226,dc593799,bit_manipulation,468,8
8259,dd7893f2,unit_conversion,241,4
8294,de7b7271,numeral_system,228,3
8331,dfd704f8,bit_manipulation,468,8
8335,dff2a315,bit_manipulation,510,8
8347,e0545ff2,numeral_system,235,2
8368,e100c796,gravity_formula,319,4
8403,e212c6fd,unit_conversion,246,5
8417,e2a32727,numeral_system,218,1
8440,e3590284,bit_manipulation,447,8
8442,e35e9d2c,unit_conversion,221,5
8475,e4351236,text_decryption,334,31
8512,e51410da,numeral_system,229,6
8516,e52fb8bd,bit_manipulation,489,8
8547,e5e29014,equation_transform,184,2
8549,e5e4f442,text_decryption,352,26
8555,e62041e4,gravity_formula,284,5
8584,e6f974e9,gravity_formula,321,6
8619,e8361d47,text_decryption,419,22
8658,e9634ab2,gravity_formula,349,5
8662,e97073be,numeral_system,218,2
8691,ea23402d,numeral_system,215,6
8728,eaee053d,numeral_system,231,6
8763,ebbb5293,gravity_formula,321,5
8765,ebc56423,equation_transform,183,3
8773,ec192379,bit_manipulation,447,8
8800,ecd328ef,bit_manipulation,468,8
8835,edcb339f,numeral_system,212,5
8837,edcee257,unit_conversion,201,5
8872,eebbc531,unit_conversion,223,5
8876,eeda9bd9,bit_manipulation,510,8
8909,efb39cd2,bit_manipulation,447,8
8944,f0c8102d,numeral_system,204,5
8950,f119f794,text_decryption,396,19
8952,f1247832,text_decryption,384,36
9016,f323ddca,gravity_formula,319,6
9053,f40d88b6,unit_conversion,223,5
9088,f5032cba,numeral_system,209,2
9090,f507b7f1,bit_manipulation,447,8
9092,f508886a,numeral_system,209,2
9100,f5631f08,unit_conversion,201,5
9104,f58232a6,unit_conversion,224,5
9125,f61f3d46,gravity_formula,284,5
9129,f62c1fa3,bit_manipulation,510,8
9160,f6cdae94,text_decryption,395,21
9168,f72b004a,numeral_system,214,2
9177,f75f4753,unit_conversion,219,5
9197,f819455a,text_decryption,445,20
9232,f9215fe9,unit_conversion,201,5
9234,f929abdc,numeral_system,225,4
9269,fa2026b7,gravity_formula,284,6
9279,fa5dfa46,equation_transform,197,3
9304,fad59444,unit_conversion,224,5
9322,fb4bc935,equation_transform,196,2
9341,fbd58e38,text_decryption,301,22
9343,fbda33d1,unit_conversion,200,5
9376,fcc6dff6,bit_manipulation,489,8
9386,fd1b59f7,unit_conversion,202,5
9413,fdae34f8,gravity_formula,284,6
9417,fdc51c5c,gravity_formula,352,5
9450,fed81e96,text_decryption,297,32
9487,ff937315,text_decryption,416,19
